Date,Mid
3 09 2018,111.303
31 08 2018,110.931
30 08 2018,111.161
29 08 2018,111.708
28 08 2018,112.545
27 08 2018,112.663
24 08 2018,113.321
23 08 2018,113.369
22 08 2018,114.74
21 08 2018,114.879
20 08 2018,114.724
17 08 2018,114.937
16 08 2018,114.332
15 08 2018,113.981
14 08 2018,113.882
13 08 2018,113.995
10 08 2018,114.402
9 08 2018,113.721
8 08 2018,112.77
7 08 2018,112.691
6 08 2018,112.083
3 08 2018,112.606
2 08 2018,113.3
1 08 2018,113.671
31 07 2018,113.08
30 07 2018,112.793
27 07 2018,113.235
26 07 2018,114.162
25 07 2018,114.254
24 07 2018,113.729
23 07 2018,113.169
20 07 2018,113.249
19 07 2018,111.93
18 07 2018,112.381
17 07 2018,111.734
16 07 2018,112.551
13 07 2018,112.797
12 07 2018,113.234
11 07 2018,112.797
10 07 2018,113.773
9 07 2018,115.139
6 07 2018,114.514
5 07 2018,113.274
4 07 2018,113.785
3 07 2018,112.701
2 07 2018,114.592
29 06 2018,114.853
28 06 2018,114.631
27 06 2018,112.619
26 06 2018,114.18
25 06 2018,114.43
22 06 2018,114.711
21 06 2018,115.408
20 06 2018,115.77
19 06 2018,116.011
18 06 2018,116.942
15 06 2018,115.345
14 06 2018,117.222
13 06 2018,117.74
12 06 2018,117.509
11 06 2018,116.929
8 06 2018,116.534
7 06 2018,117.248
6 06 2018,117.421
5 06 2018,117.071
4 06 2018,117.296
1 06 2018,117.517
31 05 2018,117.553
30 05 2018,117.842
29 05 2018,117.086
28 05 2018,117.891
25 05 2018,118.163
24 05 2018,117.039
23 05 2018,115.181
22 05 2018,115.018
21 05 2018,115.276
18 05 2018,114.033
17 05 2018,113.747
16 05 2018,113.996
15 05 2018,113.832
14 05 2018,113.464
11 05 2018,114.065
10 05 2018,114.449
9 05 2018,112.373
8 05 2018,111.925
7 05 2018,113.165
4 05 2018,113.28
3 05 2018,112.489
2 05 2018,111.131
1 05 2018,110.799
30 04 2018,110.877
27 04 2018,110.133
26 04 2018,109.065
25 04 2018,109.177
24 04 2018,108.41
23 04 2018,106.635
20 04 2018,106.798
19 04 2018,105.662
18 04 2018,105.145
17 04 2018,104.454
16 04 2018,103.101
13 04 2018,102.981
12 04 2018,103.297
11 04 2018,104.153
10 04 2018,104.818
9 04 2018,104.73
6 04 2018,105.281
5 04 2018,104.471
4 04 2018,104.218
3 04 2018,104.177
2 04 2018,103.803
30 03 2018,103.946
29 03 2018,103.434
28 03 2018,103.866
27 03 2018,103.883
26 03 2018,104.082
23 03 2018,103.691
22 03 2018,104.205
21 03 2018,103.49
20 03 2018,103.606
19 03 2018,102.862
16 03 2018,103.938
15 03 2018,103.498
14 03 2018,102.883
13 03 2018,101.645
12 03 2018,101.297
9 03 2018,101.322
8 03 2018,101.017
7 03 2018,100.679
6 03 2018,100.424
5 03 2018,100.316
2 03 2018,100.978
1 03 2018,100.745
28 02 2018,100.318
27 02 2018,101.701
26 02 2018,101.92
23 02 2018,102.257
22 02 2018,102.079
21 02 2018,102.408
20 02 2018,102.544
19 02 2018,101.834
16 02 2018,102.669
15 02 2018,102.489
14 02 2018,101.738
13 02 2018,102.011
12 02 2018,103.407
9 02 2018,103.897
8 02 2018,103.238
7 02 2018,103.423
6 02 2018,102.968
5 02 2018,101.912
2 02 2018,101.805
1 02 2018,100.522
31 01 2018,100.451
30 01 2018,100.238
29 01 2018,100.326
26 01 2018,100.187
25 01 2018,99.883
24 01 2018,100.267
23 01 2018,100.302
22 01 2018,101.254
19 01 2018,101.284
18 01 2018,101.955
17 01 2018,101.274
16 01 2018,101.873
15 01 2018,102.446
12 01 2018,101.785
11 01 2018,101.202
10 01 2018,101.24
9 01 2018,100.889
8 01 2018,102.384
5 01 2018,102.056
4 01 2018,105.249
3 01 2018,105.386
2 01 2018,104.631
1 01 2018,105.799
29 12 2017,106.036
28 12 2017,105.809
27 12 2017,106.879
26 12 2017,106.11
25 12 2017,106.147
22 12 2017,104.839
21 12 2017,105.341
20 12 2017,104.466
19 12 2017,104.663
18 12 2017,102.779
15 12 2017,100.549
14 12 2017,100.752
13 12 2017,101.315
12 12 2017,101.711
11 12 2017,102.524
8 12 2017,102.475
7 12 2017,103.198
6 12 2017,102.817
5 12 2017,102.744
4 12 2017,101.981
1 12 2017,102.03
30 11 2017,106.142
29 11 2017,104.393
28 11 2017,104.733
27 11 2017,103.929
24 11 2017,104.1
23 11 2017,104.251
22 11 2017,106.007
