Date,Mid
9 12 2019,1.16847
6 12 2019,1.15684
5 12 2019,1.15531
4 12 2019,1.16466
3 12 2019,1.17034
2 12 2019,1.16561
29 11 2019,1.16032
28 11 2019,1.15708
27 11 2019,1.15883
26 11 2019,1.16221
25 11 2019,1.16059
22 11 2019,1.15679
21 11 2019,1.17911
20 11 2019,1.17446
19 11 2019,1.17833
18 11 2019,1.17666
15 11 2019,1.17988
14 11 2019,1.17735
13 11 2019,1.17173
12 11 2019,1.16982
11 11 2019,1.16584
8 11 2019,1.16918
7 11 2019,1.16635
6 11 2019,1.15395
5 11 2019,1.16242
4 11 2019,1.16478
1 11 2019,1.17192
31 10 2019,1.16952
30 10 2019,1.17784
29 10 2019,1.17912
28 10 2019,1.17689
25 10 2019,1.17936
24 10 2019,1.18068
23 10 2019,1.18376
22 10 2019,1.19261
21 10 2019,1.19395
18 10 2019,1.19149
17 10 2019,1.18502
16 10 2019,1.18641
15 10 2019,1.1922
14 10 2019,1.1955
11 10 2019,1.19881
10 10 2019,1.19504
9 10 2019,1.19924
8 10 2019,1.20777
7 10 2019,1.21291
4 10 2019,1.21032
3 10 2019,1.21605
2 10 2019,1.2232
1 10 2019,1.22084
30 09 2019,1.22846
27 09 2019,1.23453
26 09 2019,1.23736
25 09 2019,1.23696
24 09 2019,1.23791
23 09 2019,1.23282
20 09 2019,1.23264
19 09 2019,1.23666
18 09 2019,1.23555
17 09 2019,1.23204
16 09 2019,1.22792
13 09 2019,1.22397
12 09 2019,1.22776
11 09 2019,1.22705
10 09 2019,1.2301
9 09 2019,1.232
6 09 2019,1.23002
5 09 2019,1.23085
4 09 2019,1.24022
3 09 2019,1.24436
2 09 2019,1.23522
30 08 2019,1.23017
29 08 2019,1.23378
28 08 2019,1.22413
27 08 2019,1.23348
26 08 2019,1.22889
23 08 2019,1.23043
22 08 2019,1.23673
21 08 2019,1.23894
20 08 2019,1.23339
19 08 2019,1.23041
16 08 2019,1.23104
15 08 2019,1.2411
14 08 2019,1.24038
13 08 2019,1.23356
12 08 2019,1.23186
9 08 2019,1.22671
8 08 2019,1.21939
7 08 2019,1.22328
6 08 2019,1.23169
5 08 2019,1.22937
2 08 2019,1.23305
1 08 2019,1.22829
31 07 2019,1.23373
30 07 2019,1.24065
29 07 2019,1.24041
26 07 2019,1.25058
25 07 2019,1.24486
24 07 2019,1.23503
23 07 2019,1.22914
22 07 2019,1.2251
19 07 2019,1.22465
18 07 2019,1.22626
17 07 2019,1.23766
16 07 2019,1.23661
15 07 2019,1.24559
12 07 2019,1.25076
11 07 2019,1.2413
10 07 2019,1.24023
9 07 2019,1.23823
8 07 2019,1.24283
5 07 2019,1.23928
4 07 2019,1.24076
